Anio,Mes,FECHA,Pais_Destino,Prod_Principal,TRADICIONAL_Y_NO_TRAD,Codigo_Subpartida, Suma_FOB_miles ,Suma_TM_Peso_Neto
2018,8,2018/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$486,204,133.00",772527524
2018,8,2018/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,"$196,800.00",0.35
2018,9,2018/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$970,298,693.00",1566434675
2018,9,2018/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$926,329,950.00",2029477868
2018,9,2018/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$110,770,113.00",150509548
2018,10,2018/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$932,728,799.00",1503818479
2018,10,2018/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$823,770,275.00",1791099475
2018,10,2018/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$204,697,364.00",313429885
2018,11,2018/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,041,170,047.00",1692433587
2018,11,2018/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,362,717,101.00",3119578817
2018,11,2018/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$406,284,101.00",650437780
2018,11,2018/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,$0.63,0.69
2018,12,2018/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,064,877,692.00",1762777822
2018,12,2018/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,776,009,451.00",3786902015
2018,12,2018/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$151,648,894.00",238193188
2017,1,2017/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$767,151,797.00",1411327203
2017,1,2017/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,478,589,327.00",3443882966
2017,1,2017/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$2,076,066,467.00",3463529147
2017,2,2017/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$708,421,598.00",1249341778
2017,2,2017/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$911,701,964.00",1902631557
2017,2,2017/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$2,919,115,961.00",4996910696
2017,3,2017/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$896,224,766.00",1571446746
2017,3,2017/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,006,791,292.00",2062245308
2017,3,2017/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$2,436,559,003.00",4221707691
2017,4,2017/04/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$802,029,883.00",1400602105
2017,4,2017/04/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,167,667,907.00",1901635563
2017,4,2017/04/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$2,152,780,021.00",3580542414
2017,5,2017/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$800,656,044.00",1361937492
