FECHA,Suma_FOB_miles
01-dic-12,2878236217
01-dic-12,29059397
01-dic-12,938162
01-dic-12,4293000
01-ene-11,4202367259
01-ene-11,7859428
01-ene-11,56642629
01-feb-11,3566128010
01-feb-11,6888375
01-feb-11,32382045
01-mar-11,3499275622
01-mar-11,9149450
01-mar-11,43703543
01-abr-11,3799921095
01-abr-11,14125250
01-abr-11,37274695
01-may-11,2866754925
01-may-11,10825100
01-may-11,58914436
01-jun-11,2969821348
01-jun-11,11872150
01-jun-11,61678142
01-jul-11,3011359073
01-jul-11,10397275
01-jul-11,61865515
01-ago-11,2721624358
01-ago-11,10292775
01-ago-11,75713317
01-sep-11,2982947359
01-sep-11,14470150
01-sep-11,76237471
01-oct-11,2437036500
01-oct-11,17376920
01-oct-11,59366934
01-nov-11,2868792805
01-nov-11,16897290
01-nov-11,59976561
01-dic-11,3765504614
01-dic-11,17903150
01-dic-11,71469936
01-ene-10,3162723000
01-ene-10,10384732
01-ene-10,48932614
01-feb-10,3825926800
01-feb-10,12620893
01-feb-10,40003506
01-mar-10,3651928800
01-mar-10,14803945
01-mar-10,62864214
01-abr-10,3881627900
01-abr-10,16176004
01-abr-10,58927598
01-may-10,3633580400
01-may-10,16744215
01-may-10,42332612
01-jun-10,3512341800
01-jun-10,16785192
01-jun-10,56693983
01-jul-10,3994266500
01-jul-10,16754039
01-jul-10,51616454
01-ago-10,2934563700
01-ago-10,12329926
01-ago-10,45505317
01-sep-10,2888493100
01-sep-10,13552624
01-sep-10,45843547
01-oct-10,3354261000
01-oct-10,18994475
01-oct-10,28441806
01-nov-10,2594090200
01-nov-10,11951011
01-nov-10,25866621
01-dic-10,3994263100
01-dic-10,11408893
01-dic-10,241938783
01-ene-09,3575214800
01-ene-09,5177300
01-ene-09,76149100
01-feb-09,3390291000
01-feb-09,6871600
01-feb-09,51954600
01-mar-09,3804851300
01-mar-09,10304100
01-mar-09,59119200
01-abr-09,3601994900
01-abr-09,8132800
01-abr-09,53820300
01-may-09,3998620100
01-may-09,12601200
01-may-09,57101100
01-jun-09,3040924900
01-jun-09,18020200
01-jun-09,53026400
01-jul-09,4194076300
01-jul-09,14265800
01-jul-09,53283800
01-ago-09,3324139300
01-ago-09,11435800
01-ago-09,71845100
01-sep-09,2377649600
01-sep-09,12671500
01-sep-09,47759100
01-oct-09,3097641600
01-oct-09,16226900
01-oct-09,75401500
01-nov-09,2515495900
01-nov-09,15442300
01-nov-09,42865200
01-dic-09,4433278800
01-dic-09,13045300
01-dic-09,68765500
01-ene-08,2530493400
01-ene-08,16855700
01-ene-08,34498200
01-feb-08,2745679900
01-feb-08,24450300
01-feb-08,26691200
01-mar-08,2893000300
01-mar-08,11410000
01-mar-08,30778300
01-abr-08,1949373600
01-abr-08,24393200
01-abr-08,47527900
01-may-08,2736620300
01-may-08,32595800
01-may-08,47154600
01-jun-08,2678627200
01-jun-08,12309000
01-jun-08,32867000
01-jul-08,2096999100
01-jul-08,31106800
01-jul-08,70734800
01-ago-08,2228371100
01-ago-08,31831700
01-ago-08,64816800
01-sep-08,1491522900
01-sep-08,26550700
01-sep-08,56409800
01-oct-08,1827314100
01-oct-08,39194400
01-oct-08,70353000
01-nov-08,2083032800
01-nov-08,26382600
01-nov-08,57606800
01-dic-08,2679923200
01-dic-08,14944100
01-dic-08,46400200
01-ene-07,2108075900
01-ene-07,41745500
01-feb-07,2081214800
01-feb-07,35155100
01-mar-07,2200462700
01-mar-07,49309400
01-abr-07,1640995600
01-abr-07,45601300
01-may-07,2182524300
01-may-07,49938500
01-jun-07,2116103400
01-jun-07,56200700
01-jul-07,2156341200
01-jul-07,44682700
01-ago-07,2004211200
01-ago-07,46004500
01-sep-07,1703432100
01-sep-07,468000
01-sep-07,43967000
01-oct-07,1904867100
01-oct-07,1008000
01-oct-07,172953100
01-nov-07,2082561600
01-nov-07,1472400
01-nov-07,54056700
01-dic-07,2163543200
01-dic-07,1512400
01-dic-07,37751100
01-ene-06,2324520400
01-ene-06,573000000
01-feb-06,2674290800
01-feb-06,915145400
01-mar-06,2818190900
01-mar-06,46841700
01-abr-06,2574607900
01-abr-06,47632400
01-may-06,2292788100
01-may-06,47959800
01-jun-06,2533743700
01-jun-06,62966000
01-jul-06,1793340100
01-jul-06,54425100
01-ago-06,1938462200
01-ago-06,54516300
01-sep-06,2242805500
01-sep-06,68647200
01-oct-06,1805692800
01-oct-06,59071300
01-nov-06,1847561500
01-nov-06,54525500
01-dic-06,2556579600
01-dic-06,39957600
01-ene-05,1734820700
01-ene-05,33343400
01-feb-05,1968734400
01-feb-05,41905800
01-mar-05,1659891900
01-mar-05,77455600
01-abr-05,1774801600
01-abr-05,65627000
01-may-05,1832878600
01-may-05,52933400
01-jun-05,1891131100
01-jun-05,56463800
01-jul-05,1940265400
01-jul-05,52888700
01-ago-05,1671309300
01-ago-05,49560400
01-sep-05,2082057900
01-sep-05,52766700
01-oct-05,1560048700
01-oct-05,46495500
01-nov-05,1807071500
01-nov-05,45941800
01-dic-05,2396454900
01-dic-05,51676700
01-ene-04,2126470200
01-ene-04,32300500
01-feb-04,1742510600
01-feb-04,32271700
01-mar-04,1385411900
01-mar-04,44518000
01-abr-04,2002410400
01-abr-04,57972300
01-may-04,1553668800
01-may-04,56861100
01-jun-04,1947940900
01-jun-04,59495200
01-jul-04,2165218600
01-jul-04,51304600
01-ago-04,1524101900
01-ago-04,50579500
01-sep-04,1531939100
01-sep-04,42711300
01-oct-04,1394609600
01-oct-04,55649100
01-nov-04,1520660300
01-nov-04,38843300
01-dic-04,1555279100
01-dic-04,42008800
01-ene-03,1818901300
01-ene-03,35140300
01-feb-03,2174695700
01-feb-03,35876200
01-mar-03,2166757700
01-mar-03,38623500
01-abr-03,2213077000
01-abr-03,43835200
01-may-03,2154358500
01-may-03,51509400
01-jun-03,2037495100
01-jun-03,49466100
01-jul-03,1913434800
01-jul-03,48303000
01-ago-03,1792658900
01-ago-03,43542800
01-sep-03,1744781000
01-sep-03,48035900
01-oct-03,1396097600
01-oct-03,53877500
01-nov-03,1478730700
01-nov-03,42558400
01-dic-03,1168387200
01-dic-03,37158700
01-ene-02,1690767900
01-ene-02,35692300
01-feb-02,1918863000
01-feb-02,25674400
01-mar-02,2517058200
01-mar-02,41320000
01-abr-02,1901764600
01-abr-02,36491200
01-may-02,2508205300
01-may-02,49887500
01-jun-02,2222574000
01-jun-02,45019200
01-jul-02,2174551500
01-jul-02,47903000
01-ago-02,1790890400
01-ago-02,41993000
01-sep-02,1635527600
01-sep-02,39886800
01-oct-02,1548855200
01-oct-02,45619900
01-nov-02,1612119700
01-nov-02,39488800
01-dic-02,2001814800
01-dic-02,36865200
01-ene-01,2081776000
01-ene-01,23070700
01-feb-01,2082871600
01-feb-01,18889900
01-mar-01,2370242700
01-mar-01,37076500
01-abr-01,1826770300
01-abr-01,33169200
01-may-01,1898100300
01-may-01,27575700
01-jun-01,1590351100
01-jun-01,39972800
01-jul-01,2008706800
01-jul-01,36568300
01-ago-01,1744445500
01-ago-01,34713200
01-sep-01,1492117100
01-sep-01,32025500
01-oct-01,1467232600
01-oct-01,35642600
01-nov-01,1739367600
01-nov-01,38477200
01-dic-01,1806464700
01-dic-01,35988800
